,avg_salary,body,company,location,salary,title
182,,"Summary

Point72’s Market Intelligence Data group (MI Data) is a service-focused business committed to driving high quality fundamental research powered by advanced data analytics to help inform investment decisions at Point72. We value simplicity, transparency, collaboration, and quality in our process, products, and in Long-/Short- investment team interactions

MI Data – Customer Success works to continuously improve Market Intelligence Data products to better match data and analysis to the underlying business, interacts with fundamental Long-/Short- investment teams, sets and measures performance against MI Data’s goals, ensures product quality, and manages research operations.

What you’ll do
As a data-driven research analyst, you will focus on combining fundamental research with quantitative analytics on large datasets to improve investment research used by Long-/Short- investment teams. You will:
• Perform fundamental research on companies to understand drivers of the business... and key investment debates
• Analyze alternative data to improve forecast models and ensure new investment research products have high predictive power
• Summarize your analysis and recommendation in reports for end users (e.g. data scientists, portfolio managers, analysts)
• Support users in answering questions, interpreting data products, and addressing issues
• Identify and develop themes to create more impactful investment research
• Learn fundamental investment and data science skills from industry-leading veterans

What’s required
• Demonstrated proficiency in SQL and a strong programming skills (e.g. Python/R) through past work experience or research (e.g. buy-side, start-up, academia, etc.)
• Experience in the TMT or Industrials sectors
• Top academic credentials with a degree in STEM (comp sci, statistics preferred)
• Strong verbal and written communication skills
• Highest ethical standards, and a customer-first mindset

An ideal candidate would have:
• 1-2 years of experience in an analytical or research role working with big data

We take care of our people

We invest in our people, their careers, their health, and their well-being. We want you to concentrate on success and leave the rest to us. When you work here, we provide:
• Fully-paid health care benefits
• Generous parental and family leave policies
• Mental and physical wellness programs
• Tuition assistance
• A 401(k) savings program with an employer match and more",Point72,"New York, NY",,Industrials/TMT Sector Data Analyst - CS
183,,"Moody's is an essential component of the global capital markets, providing credit ratings, research, tools and analysis that contribute to transparent and integrated financial markets. Moody's Corporation (NYSE: MCO) is the parent company of Moody's Investors Service, which provides credit ratings and research covering debt instruments and securities, and Moody's Analytics, which offers leading-edge software, advisory services and research for credit and economic analysis and financial risk management. The Corporation, which reported revenue of $4.2 billion in 2017, employs approximately 11,900 people worldwide and maintains a presence in 41 countries. Further information is available at www.moodys.com.
Operations & Data Controls

Financial Data Analysts have a significant input to the ratings and research process by analyzing financial statements and data provided by Issuers.
• The FDA uses accounting and finance knowledge and judgment to perform financial statement analysis, adjust... reported data per relevant methodology requirements and review and analyze ratios
• Responsible for reviewing and understanding financial statements, official statements and other documents related to issuers’ performance
• Work directly with ratings and support analysts to explain the data, adjustments and other information needed by the rating team for ratings and research
• Frequently liaise with analysts and accounting specialists in order to understand the application of accounting concepts on a particular entity
• Create documentation and provide guidance to support analysts and outsourcers
• Review, adjust and publish data to external market participants
• Regularly interact with Moody's ratings analysts regarding financial and operational data needed for analysis and publications
• In addition to regular daily responsibilities, FDAs will have the opportunity to work on new projects such as technology projects, accounting changes, analytic reviews, methodology updates and implementation of process improvements
• The team is regularly provided with valuable training classes and interaction with Analysts as part of knowledge transfer and career growthThe FDA position provides a unique opportunity to foster skills that are valuable to any future career in the financial services industry.

Qualifications

Required
• B.A. or B.S. degree required; specializations in Accounting, Finance, or Economics preferred
• 1-3 years of relevant work experience required (can include internship experience)
• Knowledge or prior experience in analyzing financial statements is required
• Individual must be organized, dependable, able to multi-task and manage priorities, display initiative, and have the ability to work independently in a demanding, fast-paced environment
• Strong organizational, communication (verbal & written), and interpersonal skills are required
• Candidate must have the ability to quickly transition as priorities change to meet demandsLanguage skills may be required for certain positions
Preferred
• Knowledge or prior experience in accounting is a plus
• Strong knowledge of Microsoft Office products and particularly Excel, such as pivot tables, lookups, etc.

Moody’s is an equal opportunity employer. All qualified applicants will receive consideration for employment without regard to race, color, sex, gender, age, religion, national origin, citizen status, marital status, physical or mental disability, military or veteran status, sexual orientation, gender identity, gender expression, genetic information, or any other characteristic protected by law. Moody’s also provides reasonable accommodation to qualified individuals with disabilities in accordance with applicable laws. If you need to inquire about a reasonable accommodation, or need assistance with completing the application process, please email accommodations@moodys.com.. This contact information is for accommodation requests only, and cannot be used to inquire about the status of applications.

For San Francisco positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the San Francisco Fair Chance Ordinance. For New York City positions, qualified applicants with criminal histories will be considered for employment consistent with the requirements of the New York City Fair Chance Act. For all other applicants, qualified applicants with criminal histories will be considered for employment consistent with the requirements of applicable law.

Click here to view our full EEO policy statement. Click here for more information on your EEO rights under the law.

Candidates for Moody's Corporation may be asked to disclose securities holdings pursuant to Moody’s Policy for Securities Trading and the requirements of the position. Employment is contingent upon compliance with the Policy, including remediation of positions in those holdings as necessary",Moody's,"New York, NY",,Financial Data Analyst - Portuguese Required
184,123.8,"WebMD is the most recognized and trusted brand of health information and the leading provider of health information services, serving consumers, physicians, healthcare professionals, employers and health plans through our public and private online portals and WebMD the Magazine. The WebMD Health Network includes WebMD, Medscape, MedicineNet, eMedicine, RxList, theheart.org and Medscape Education. Our consumer portals and mobile health applications provide engaging, relevant and credible health and wellness information, personalized health assessment tools and access to online communities.

All qualified applicants will receive consideration for employment without regard to race, color, religion, sex, sexual orientation, gender identity, national origin, disability, or veteran status.

WebMD is searching for a Sr. Data Analyst to join our Business Intelligence team. In this role, your primary responsibilities will be to generate revenue through machine learning and solve analytical... business problems posed by all levels of management, spanning C-Suite to operations at WebMD.

This position will:
• Support the development of new data products and increase sales volume through machine learning and predictive analysis
• Provide ad hoc analytical and database support to optimize user interaction and financial return for WebMD.com.
• Conduct database, financial, marketing and other forms of quantitative analysis to discover answers to business questions
• Support the Sales organization with RFP responses, campaign optimization across media tactics, and renewal efforts by developing creative, quantitative means to prove the value of WebMD

Typical assignments will include:
• Meetings with Senior Management, Marketing, Project management and Product management staff to understand business goals and data sources
• Identifying analytical approaches and appropriate data to investigate
• Developing and executing analyses, across database (e.g. Vertica), web analytics (e.g. Adobe) and spreadsheet (e.g. Excel) technologies
• Validating quality of data and analysis
• Presenting findings with action items

Minimum Qualifications:
• Bachelor’s degree in economics, finance, marketing or quantitative field or 4 years equivalent experience
• Intellectual curiosity
• 4+ years’ experience in financial or marketing analysis
• Strong database analysis experience, including authoring code in SQL or comparable language
• Strong ability to multi-task in a fast-paced environment
• Responsible, accountable and result-driven",WebMD,"New York, NY",$64.3k–119k,Sr Data Analyst
185,,"Data Analyst, Nonfiction

Penguin Random House is currently seeking a Data Analyst to help drive decisions for a demand-focused, trend-driven publishing program across a variety of genres. This unique and data-driven role will work in conjunction with editorial, sales, advertising and marketing to quickly bring timely nonfiction books to market.

Other responsibilities include:
• Compiling search, purchase, trend, and other consumer data from multiple sources into actionable reports and recommendations, focused on how our publishing program can fulfill consumer demand.
• Analyzing large datasets and building tools, algorithms, reports to derive insights and mine opportunities for both new and existing content.
• Driving metadata optimization through data analysis and reporting.
• Empowering marketing, publicity, and editorial teams by advising on SEO and retail platform best practices and recommendations.

Please apply to join us if you meet the following requirements:
• Minimum of 3... years of experience with a fervent interest in SEO, metadata optimization for retail platforms, and similar concepts
• A passion for and curiosity about data analysis and data mining to drive business decisions
• Excellent organizational skills and attention to detail
• Self-starter who can work independently and also enjoys collaborating with a team
• Proven ability to juggle multiple projects while adhering to tight deadlines within a fast-paced environment
• Experience in SQL, PowerBI, and MS Excel required
• Superior experience in business intelligence tools

Please apply using our online application process, and please include your resume and cover letter with salary requirements. Full-time employees are eligible for our comprehensive benefits program.

Penguin Random House is the leading adult and children's publishing house in North America, the United Kingdom and many other regions around the world. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. Our vibrant and diverse international community of nearly 250 publishing brands and imprints include Ballantine Bantam Dell, Berkley, Clarkson Potter, Crown, DK, Doubleday, Dutton, Grosset & Dunlap, Little Golden Books, Knopf, Modern Library, Pantheon, Penguin Books, Penguin Press, Penguin Random House Audio, Penguin Young Readers, Portfolio, Puffin, Putnam, Random House, Random House Children's Books, Riverhead, Ten Speed Press, Viking, and Vintage, among others. More information can be found at http://www.penguinrandomhouse.com/.

Penguin Random House values the array of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation

Penguin Random House is the leading adult and children's publishing house in North America, the United Kingdom and many other regions around the world. In publishing the best books in every genre and subject for all ages, we are committed to quality, excellence in execution, and innovation throughout the entire publishing process: editorial, design, marketing, publicity, sales, production, and distribution. Our vibrant and diverse international community of nearly 250 publishing brands and imprints include Ballantine Bantam Dell, Berkley, Clarkson Potter, Crown, DK, Doubleday, Dutton, Grosset & Dunlap, Little Golden Books, Knopf, Modern Library, Pantheon, Penguin Books, Penguin Press, Penguin Random House Audio, Penguin Young Readers, Portfolio, Puffin, Putnam, Random House, Random House Children's Books, Riverhead, Ten Speed Press, Viking, and Vintage, among others. More information can be found at http://www.penguinrandomhouse.com/.

Penguin Random House values the array of talents and perspectives that a diverse workforce brings. All qualified applicants will receive consideration for employment without regard to race, national origin, religion, age, color, sex, sexual orientation, gender identity, disability, or protected veteran status.

Company: Penguin Random House LLC

Country: United States of America

State/Region: New York

City: New York

Postal Code: 10019

Job ID: 33447",Penguin Random House LLC,"New York, NY",,"Data Analyst, Nonfiction"
186,175.5,"A career at New York Life offers many opportunities. To be part of a growing and successful business. To reach your full potential, whatever your specialty. Above all, to make a difference in the world by helping people achieve financial security. It’s a career journey you can be proud of, and you’ll find plenty of support along the way. Our development programs range from skill-building to management training, and we value our diverse and inclusive workplace where all voices can be heard. Recognized as one of Fortune’s World’s Most Admired Companies, New York Life is committed to improving local communities through a culture of employee giving and service, supported by our Foundation. It all adds up to a rewarding career at a company where doing right by our customers is part of who we are, as a mutual company without outside shareholders. We invite you to bring your talents to New York Life, so we can continue to help families and businesses “Be Good At Life.” To learn more, please... visit LinkedIn, our Newsroom and the Careers page of www.NewYorkLife.com.

The Data Solutions and Governance team creates and provides data solutions and services that enable the business to make better-informed and timely business and strategic decisions. The reports and analysis provided by the team serves as the core data, reporting, and analytic platform for the Insurance & Agency Group at New York Life (NYL).

The team is in search of a strong programmer to serve as one of the primary experts of policy level information at New York Life. This role will focus on sourcing historical data elements from the vast network of legacy systems into the company’s Data Lake. The candidate will work closely with the technology team to make decisions impacting the modernization of the company’s data architecture going forward. The role will also support the Data Solutions & Governance team’s ongoing, client-based initiatives, ultimately providing solutions to a wide range of internal stakeholders across the business. Note: This is an individual-contributor role. Also, while this is a Business-facing role, there will be heavy interaction with Technology teams

Responsibilities:
• Analyze source data to understand current-state data usage and legacy data model including relationships among various transactional datasets
• Work with subject matter experts to identify, define, collate, document and communicate business requirements for migrating and transforming data from legacy transactional systems to target databases or data lake
• Support development of target data model and data migration plans including data migration schedule, data quality assurance and business approval activities
• Make recommendations for business rules and communicate solutions to stakeholders
• Perform data mapping exercise between legacy transactional systems and target databases or data lake including documentation for key data transformation rules
• Develop and execute initiatives to improve transactional data quality and usability
• Develop and execute functional and performance test scripts for target data model and data migration
• Design and develop reporting capability for transactional data within target databases or data lake
• Educate and support business users consuming transactional data within target databases or data lake
• Execute on various requests by sourcing raw data from multiple databases, tables and systems
• Assist in prototyping new data solutions and supporting the Business team in their ad hoc reporting responsibilities
• Interface with Business teams to understand business strategies, requirements, and pain points that can be addressed by data and business solutions

Requirements:
• Curiosity and desire to question the status quo
• A proactive self-starter with the ability to work independently with limited supervision
• Demonstrated ability to manage and improve data, and promote utilization of data as a company asset
• Proven record of strategic thought leadership and ability to drive results
• Success collaborating, motivating and influencing stakeholders and partners, both internal and external
• Excellent communicator with superior verbal, written, technical and presentation skills
• Track record of innovation in the everyday, as well as development of breakthrough ideas
• Strong attention to detail, with the ability to break down project tasks, define project scope, plan and organize resources to complete projects on time and within budget
• Excellent interpersonal and collaboration skills
• BA/BS in Business/Computer Science/IT or related field is preferred
• 5+ years of experience with at least 2 years working in a data analyst function is preferred
• Strong background with Oracle database designs
• Experience with Hadoop and data lakes (Hive) is a plus
• Experience with programming languages (SAS or SQL) is a plus

LI-TK1

EF-TK1

EOE M/F/D/V

If you have difficulty using or interacting with any portions of this Web site due to incompatibility with an Assistive Technology, if you need the information in an alternative format, or if you have suggestions on how we can make this site more accessible, please contact us at: (212) 576-5811",New York Life Insurance Co,"New York, NY",$54.5k–242k,Data Analyst - Solutions & Governance
187,,"Please note that our Manhattan office will be relocating to Industry City in Brooklyn, NY this year.

Are you eager to roll up your sleeves and harness data to drive policy change? Do you enjoy sifting through complex datasets to illuminate trends and insights? Do you see yourself working for a values-driven organization with a vision to tackle the most pressing injustices of our day?

Please note that applications with no cover letter attached will not be considered. The cover letter should address your interest in working with the Center on Immigration and Justice and this position.

We are looking to hire two bright, hard-working, and creative individuals with strong data management skills and a demonstrated commitment to immigrant's rights. The Data Analysts will assist with analysis and reporting needs for Vera’s Center on Immigration and Justice (CIJ), working across its current projects and future Vera initiatives.

Who we are:

Founded in 1961, The Vera Institute is an... independent, non-partisan, nonprofit organization that combines expertise in research, technical assistance, and demonstration projects to assist leaders in government and civil society examine justice policy and practice, and improve the systems people rely on for justice and safety.
• We study problems that impede human dignity and justice.
• We pilot solutions that are at once transformative and achievable.
• We engage diverse communities in informed debate.
• And we harness the power of evidence to drive effective policy and practice

What we’re doing:

We are helping to build a movement–among government leaders, advocates, and the immigration legal services community–towards universal legal representation for immigrants facing deportation. In the face of stepped-up immigration enforcement, millions of non-citizens are at risk of extended detention and permanent separation from their families and communities. Vera’s Center on Immigration and Justice (CIJ) partners with government, nonprofit partners, and communities to improve government systems that affect immigrants and their families. CIJ administers several nationwide legal services programs for immigrants facing deportation, develops and implements pilot programs, provides technical assistance, and conducts independent research and evaluation.

That’s where you come in:

Data Analysts will support the Center’s programmatic efforts through regular monitoring and reporting of federal government and subcontractor data. CIJ manages several proprietary databases that run on Caspio and AWS and uses SQL to manage data. This is an opportunity to help shape an innovative national research and policy agenda as part of a dedicated team of experts working to improve access to justice for noncitizens.

Vera seeks to hire 2 Data Analysts to work on various data management projects with its Center on Immigration and Justice (CIJ):
• One Data Analyst position will work primarily with the Legal Orientation Program (LOP) and Immigration Court Helpdesk (ICH), which educate detained and non-detained immigrants about their rights and the immigration court process. This position will also work with the National Qualified Representative Program (NQRP), which provides legal representation for immigrants with mental health disorders
• The other Data Analyst position will work primarily on the Unaccompanied Children’s Program (UCP), a program to increase legal representation for immigrant children facing deportation without a parent or legal guardian. This position may cover additional duties for the New York Family Unity Project (NYIFUP) and LA Justice Fund.

About the role

As a Data Analyst you will report to a member of the research team and work in close collaboration with the Database Engineer and other Vera staff on ongoing database management, monitoring, and analysis projects. You’ll support the team by taking ownership of the day-to-day querying of large data sets. Other principal responsibilities will include:
• Coordinating database management tasks such as participating in new database development, modifying existing databases, and communicating with outside engineers;
• Supporting research staff by preparing large datasets for analysis, including merging, cleaning, and recoding data;
• Providing insights into program performance through summary statistics and performance indicators;
• Producing timely reports on Vera projects for team members and stakeholders;
• Building and maintaining interactive dashboards using Tableau;
• Developing codebooks and delivering user trainings through webinars and database guides;
• Documenting and correcting data quality issues;
• Working with management to prioritize program needs;
• Assisting on other projects and tasks as assigned.

About you

You’re committed to improving issues affecting immigrants in the United States. Applicants with personal experiences with the immigration system are especially encouraged to apply.

You’re just getting started in your career and have 1 – 2 years of professional or internship experience working with large datasets and preparing data for analysis.

You have a real enthusiasm for working with data.

You are comfortable writing queries in SQL, or have a solid foundation coding in other programming languages used to manipulate data. Experience with Tableau is a plus.

You have exceptional attention to detail, strong problem-solving ability and logical reasoning skills, and the ability to detect anomalies in data.

You‘re able to work on multiple projects effectively and efficiently, both independently and collaboratively with a team.

Interest in business analytics and information systems is a plus.

Vera seeks to hire two Data Analysts, at least one of whom will work with secure data that requires government security clearance. That clearance is restricted to U.S. citizens and citizens of countries that are party to collective defense agreements with the U.S. The list of those countries is detailed on this webpage. An additional requirement of that clearance is residence in the United States for at least three of the last five years.

Salary

50 – 55k commensurate with experience. Excellent benefits provided.

How to apply

Please submit cover letter and resume. Applications will be considered on a rolling basis until position is filled. Online submission in PDF format is preferred. Applications with no cover letter attached will not be considered. The cover letter should address your interest in CIJ and this position.

However, if necessary, materials may be mailed or faxed to

ATTN: Human Resources / CIJ Data Analyst Recruitment

Vera Institute of Justice

233 Broadway, 12th Floor

New York, NY 10279

Fax: (212) 941-9407

Please use only one method (online, mail or fax) of submission.

No phone calls, please. Only applicants selected for interviews will be contacted.

Vera is an equal opportunity/affirmative action employer. All qualified applicants will be considered for employment without unlawful discrimination based on race, color, creed, national origin, sex, age, disability, marital status, sexual orientation, military status, prior record of arrest or conviction, citizenship status, current employment status, or caregiver status.

Vera works to advance justice, particularly racial justice, in an increasingly multicultural country and globally connected world. We value diverse experiences, including with regard to educational background and justice system contact, and depend on a diverse staff to carry out our mission.

For more information about Vera and CIJ’s work, please visit www.vera.org",Vera Institute of Justice,"New York, NY",,"Data Analyst, CIJ"
188,,"Data Analyst (A/B Testing)

WW is looking for candidates to help change people’s lives. We are a global wellness technology company inspiring millions of people to adopt healthy habits for real life. We do this through engaging digital experiences, face-to-face workshops and sustainable programs that encourage people to move more, shift their mindset and eat healthier while enjoying the foods they love. By drawing on over five decades of experience and expertise in behavioral science, we build communities in order to deliver wellness for all. To learn more about WW and jobs with a purpose, visit ww.com.

About the Role

We are now looking for a talented Data Analyst to join our growing Analytics group to help drive a data-first culture across WW.

Team members will work closely with both business and technical teams to proactively identify gaps in our knowledge base. The candidate will be charged with providing analytics reporting and data-driven strategic insights, trends, and... perspective.

You will work closely with a cross functional team through all development stages, from identifying opportunities, to analyzing the impact of efforts, and discovering areas for improvement.

Key Responsibilities
• Transform raw data into actionable and meaningful analyses.
• Work with a cross-functional team to design and conduct A/B tests using Optimizely: clarifying analytic requirements, developing analysis plans, and sharing out test result reporting
• Develop test and control groups and manage A/B test result analyses for email marketing efforts
• Establish and maintain strong business partnerships and cross-functional relationships to provide decision support.
• Perform ad-hoc reporting and analyses as needed.

Qualifications & Experience
• Bachelor or Masters degree in Economics, Statistics, Finance, or Mathematics preferred.
• 3-5 years of analytics or quantitative experience in which you performed statistical analysis and extracted meaningful insights from big datasets.
• Advanced experience with digital experimentation/testing platforms. Optimizely a plus.
• Advanced experience with Google Analytics.
• Strong experience with using BI tools to build dynamic/scalable dashboards. Looker experience a plus.
• Strong Knowledge of SQL, your queries are optimized for readability and performance. Google BigQuery a plus.
• A track record for producing reproducible analyses, experience with R or python a plus.
• Proficient in Excel (pivot tables, complex formulas, vlookups).

As a company, our purpose is to inspire healthy habits for real life. And as an employer, we inspire the greatest people to do their best work. We provide benefits for real life to help protect your health, finances and overall well being, including:
• Competitive compensation and profit sharing plan
• A 401K plan to help you plan for your future, plus company match
• Health care coverage starting on your first day
• Tuition reimbursement and online courses to help you reach your career aspirations
• Commuter benefits
• Yearly well-being allowance for your physical, financial, social and emotional well-being
• Free WW membership for you plus 3 free WW memberships for your friends and 3 for your family
• Free fruit, snacks and coffee to get you through your day
• Summer Fridays, happy hours, and company outings
• Robust employee referral bonuses
• Developmental opportunities and assignments to grow your career

WW is an equal opportunity employer. WW does not discriminate on the basis of sex, race, color, creed, national origin, marital status, age, religion, sexual orientation, gender identity, gender expression, veteran status, or disability.

Any offer of employment is contingent upon the satisfactory results of reference and background checks",WW International (formerly Weight Watchers),"New York, NY",,Data Analyst (A/B Testing)
189,123.8,"Data Analyst, Sr. – NYC - Fully handle PubSmart opns, incl. analyzing qualified traffic sources, automating manual processes & monitoring traffic perf. Dsgn & create analytic repts/dashboards for biz & tech users. Improve efficiency of dif jobs based on biz reqs. Perf data validation during ad engine releases. Rsrch on data sci. methods to improve or dsgn new algos. REQ: Master’s Bus. Analytics, Mktg or related + min 1 yr related exp. Resume: adMarketplace, 1385 Broadway, 19th Fl, New York, NY 10018",adMarketplace,"New York, NY",$64.3k–119k,Sr. Data Analyst
190,104.0,"We are looking to recruit a Data Analyst for our Market Data group. This is an entry level position. The primary focus of this role will be related to the management of reference data used to support Tradeweb's electronic trading platform.

In this role, the Data Analyst will be involved with the onboarding process related to new sources of reference data used populate Tradeweb's Security Master Data. The Analyst will be involved with gathering business requirements, data mapping exercises, and data quality reviews. The Analyst will also be responsible for the ongoing review of the existing reference data sets and processes in order to improve the overall quality of Tradeweb's Security Master Data. Additionally, the Analyst will participate in daily checks to ensure certain Tradeweb calculated price data is accurate and published in a timely manner.

Hours will rotate with team members on a regular basis to provide coverage of the 11:30am - 7:30pm shift.

Job Responsibilities:

•... Day-to-day operational work; quality checks, daily tests, internal client queries.
• Update and automate current processes.
• Develop tests, reports, and procedures around data quality improvements.
• Review business requirements.
• Track and communicate entitlement changes related to use of third party data.
• Analysis and testing of new and existing data sets.
• Write specifications around data extraction, transformation, and mapping.

Qualifications:

• Strong academic record, including a relevant degree (Finance/computer science/technology).
• Passion for data analysis with emphasis on financial markets reference data.
• Knowledge of Fixed Income and Equity securities across a broad array of markets is a plus.
• Strong data analysis skills with an emphasis on data quality.
• Familiarity with data mapping, data modeling, and relational database design.
• Experience or undergraduate courses focused on SQL and Excel
• Advanced Excel skills (pivot tables, VBA, database connections, etc.) .
• Understanding in Python is a plus.
• Strong communication skills and the ability to coordinate projects with multiple parties.
• Ability to work on multiple projects with shifting priorities in a fast paced environment.
• Ability and willingness to work 11:30am - 7:30pm shift on a rotational basis.

About Tradeweb:

Tradeweb is a leading, multi-asset class, electronic trading venue for fixed income, derivatives and ETFs. Tradeweb offers institutional, wholesale and retail market participants unparalleled liquidity, cutting-edge technology and a broad range of data solutions that deliver better price discovery, order execution and trade workflows. The company serves more than 2,000 clients including banks, mutual funds, hedge funds, pension funds, insurance companies, central banks, corporates, inter-dealer brokers, brokers, financial advisors and registered investment advisors in over 50 countries across the Americas, Europe and Asia. Tradeweb operates trading platforms in more than 25 products including government bonds, mortgages, corporate bonds, municipal bonds, interest rate swaps, credit defaults swaps rates, repurchase agreements and equity derivatives. In an average trading day, Tradeweb facilitates more than $525 billion in notional value traded.

Tradeweb Markets LLC (""Tradeweb"") is proud to be an EEO Minorities/Females/Protected Veterans/Disabled/Affirmative Action Employer.

https://www.dol.gov/ofccp/regs/compliance/posters/pdf/eeopost.pdf",Tradeweb LLC,"New York, NY",$65k–78k,Data Analyst
191,117.5,"THE ROLE:
As a Data Analyst, you will lead data collection, analysis, and reporting projects across multiple functional groups, as a member of our Business Intelligence team.
RESPONSIBILITIES:
Define and align KPIs across multiple functional groups (marketing, product, technology) and business objectives (acquisition, sales, engagement, retention)
Compile and reconcile data from multiple sources
Identify gaps in our data collection and collaborate with product and engineering on data capture specifications
Define and create reporting dashboards
Develop a vision to extend/improve our existing analytics and reporting technology stack
Stay up to date with the latest technologies and trends in analytics
QUALIFICATIONS:
3+ years work experience in analytics or business intelligence capacity
Strong understanding of best practices around e-commerce and subscription retention KPIs
Hands-on experience with reporting and data visualization tools such as Looker, Tableau, Geckoboard, etc.
High... level of proficiency in Excel and SQL
In-depth knowledge of the strengths and limitations of various analytics tools (Google Analytics, Mixpanel, etc.) to understand how those tools can complement our in-house analytics reports. You should know when not to reinvent the wheel on reports that can be easily created using external tools.
Proficiency in developing engaging Keynote/Powerpoint presentations
Experience with statistical modeling using R/Python
ABOUT PELOTON:
Founded in 2012, Peloton is an innovative tech company that brings members the best workouts possible, all from the convenience of their own homes via the Bike, Tread and iOS App platforms. Peloton uses technology and design to connect the world through fitness, empowering people to be the best version of themselves anywhere, anytime.Peloton believes in taking risks and challenging the status quo by continuously innovating and improving. We put our users, members, and customers first and we obsess over every touch point of the member experience – be it the studio, product or showroom. We like to hire the best and encourage all our associates to be Peloton’s brand ambassadors. Most importantly, we know that together we go far",Peloton,"New York, NY",$55k–125k,Data Analyst (Business Intelligence)
192,,"The Media Content Operations team develops solutions for industry partners and product teams across all Facebook properties. We create scaled systems that support both internal and external partners inclusive of the specific needs of the partner industries.

We are seeking a Data Analyst to build and maintain data ingestion and reporting tools for music and video copyright data, in particular music publishing. In addition, this position will play a lead role in technical partner operations and copyright data analysis.

RESPONSIBILITIES
• Analyze datasets on music and video content to monitor operational progress and prioritize workflow for a large and growing global ops team
• Create data pipelines and build, maintain, and modify internal dashboards
• Develop a deep expertise in Facebook’s music and video rights management products and how they are being used across constituent groups
• Partner closely with data engineering teams to define dataset requirements
• Parse partner data and... create scripts or processes to facilitate scalable music publisher data ingestion and reconciliation
• Design and build ad hoc tooling solutions for acute partner operational needs or contractual requirements, including data exchange and custom reporting
• Partner closely with cross-functional teams including partnerships, operations, product, and engineering teams

MINIMUM QUALIFICATIONS
• BA or BS degree
• 2+ years experience as a data analyst, engineer, technical account manager, or technical operator
• Communication experience and experience working cross-functionally, both internally and externally
• 1+ years experience with SQL or other querying language

PREFERRED QUALIFICATIONS
• Knowledge of music rights, especially music publishing
• Experience with DDEX and metadata standards
• 1+ years of experience with music and/or industry licensing and operations
• 1+ years of experience with digital rights management products, for music and/or video
• 1+ year of experience with coding languages (e. g. Python, Java, JS",Facebook,"New York, NY",,"Data Analyst, Music and Media Operations"
193,98.15,"About Our Client

An opportunity to work for a non profit organization specializing in law.

Job Description

The organization have completed their implementation of Salesforce and are in need of data cleansing support.

The Successful Applicant

Key Skills:

- Data Analysis experience

- Experience in Salesforce or an equivalent CRM system

- Extensive experience with Excel

What's on Offer

The opportunity to work for a non profit organization specializing in law.",Michael Page,"New York, NY",$50.2k–95.9k,Data Analyst
194,123.8,"About the company

At Covera Health, we have proven that advanced data science can prevent serious misdiagnoses which result in poor outcomes for patients and increased costs for payers. Using our proprietary framework, we help patients recover better, faster, and more affordably. Today, we are working with some of the largest healthcare payers in the country to potentially impact millions of patient lives. We are passionate about improving healthcare for every patient.

About the role

We are looking for a talented Senior Data Analyst to join us in our commitment to improve the quality of care for patients in every community across the nation. As a Senior Data Analyst at Covera Health, it is crucial that you have experience maintaining databases and using data sets to produce detailed and insightful reports. You will work within our Provider Partnerships team to build data management and reporting practices, and work cross functionally with our Data Science, Engineering, and... Operations teams to respond to a variety of data analysis and reporting requests.

You will contribute to the development of a strong data management discipline to manage our provider data. You will develop a complete understanding of data flows through our provider data management and quality assessment process and use that understanding to create processes that will help us manage our data. A key part of this role will be creating reports and user-friendly tools to structure data for team review.

You will be expected to:
• Work with a variety of healthcare data, including longitudinal claims data, healthcare provider profile data, medical images, medical reports, and proprietary diagnostic imaging exam quality assessment data
• Contribute to the creation and development of data systems and processes by building user-friendly tools, reports, dashboards, and queries
• Apply critical thinking of provider data flows and data requirements across the organization to contribute to developing strong data management practices
• Efficiently pull data from various internal and external sources
• Maintain, enhance, and deploy data analysis and reporting pipelines
• Support data management and ingestion processes, including entering, cleaning, formatting, and importing data
• Contribute to the design of longer-term data management approach by developing requirements with Engineering and Data Science teams and supporting development of proof of concept solutions
• Collaborate on data analysis projects and communication of results to internal and external stakeholders

Requirements
• 2-3 years work experience as a data analyst or business analyst
• Fluent in SQL and scripting in Python
• Experience producing in-depth analyses and reporting in a self-directed environment
• BS or Masters degree in computer science or related technology
• Experience working with medical data is a plus

Benefits

You will be a full-time employee with competitive salary, stock options, and great benefits. These benefits include medical, dental, and vision insurance (with premiums fully covered), FSA, pre-tax commuter benefits, flexible paid time off, and a comfortable office space filled with a variety of quality snacks and beverages. Most importantly, you’ll get to know each of us and we love to work together to find solutions. We are a smart, fun, focused, and unique team of people who are truly passionate about changing healthcare for the better",Covera Health,"New York, NY",$64.3k–119k,Senior Data Analyst
